Gene	Mean.Coverage	SD.Coverage	Length
PRM1,RMI2	94.9481609195	1.30401841257	87
CTB-131K11.1	7.26368421053	6.92337315596	95
AC005606.15	72.2314	8.29600838614	50
AC005606.14	65.0932653061	23.8894432008	98
BPIFB3	59.1119222762	22.8543870359	2882
BPIFB2	59.867516269	24.7249823835	2766
BPIFB1	61.1857269841	25.7824103123	3150
BPIFB6	62.6847043702	26.6622456472	3112
BPIFB4	62.0748393813	25.4441753854	3362
CTD-3105H18.16,ZNF443	49.8379899497	26.6098696845	199
IGHA1	47.1336224098	20.8342705553	1303
MIR1825	38.029245283	1.94260020933	53
GCH1	43.5638997214	30.3123645792	1436
RP11-22P6.3	73.3667811159	25.0799668204	233
NUDT11	38.335767285	16.1978363209	593
NUDT17	45.1559916926	32.5172211817	1926
AAMDC	24.7984514925	31.4949939678	1072
ACTC1	81.5544499586	13.2711777232	1209
AL929472.1	2.97777777778	0.167194618347	45
OR8B12	64.4141030928	14.4240899672	970
RP11-324D17.1	2.65313283208	1.00438358801	399
RP11-324D17.2	3.65196319018	1.10193611927	326
CCNL2,RP4-758J18.2	1.65616666667	1.0400555586	60
TCEANC	38.0765286624	27.2492140179	1256
RP5-1180C10.2	66.3844223108	23.757147589	251
DPT	67.5435111111	21.0759800151	900
IGLV10-54	30.6030149813	16.0171214704	534
MIR92B;THBS3	0.667	0.0168122889942	50
KB-1572G7.2	27.0768005952	23.7130449228	1344
KB-1572G7.3	32.3191836735	9.8807430213	49
AP000304.1	0.2875	0.140150429386	36
RP11-297P16.3	36.682	20.8654400465	145
SPG7	45.709003583	34.5412954598	5861
MFGE8	55.116039823	32.3702769616	2260
OGDH	61.3761267478	24.3131036127	5507
DAZL	61.9591898734	27.7325490343	1975
PCNXL2	45.9356117635	27.2156994221	9963
NACA2	92.3063367799	13.5816290447	677
NACAD	6.26166759933	3.85608614439	5361
RP11-137J7.2	48.2325	0.850112737622	4
RP3-369A17.5	4.85136645963	1.86944889613	805
RP1-111D6.3	2.94329896907	0.38264355054	97
CSNK1A1P1	70.4441666667	4.76619516093	48
GPATCH2L	58.4497260774	26.8807643186	2738
NGF	70.7583438685	13.6747146653	791
NGB	39.5579733333	29.4451701702	750
RP11-15B17.1	37.7971	14.5915513722	200
NEURL4,RP11-542C16.2	63.7811987952	20.0384230452	1660
AC004076.7,AC004076.9,ZNF749	0.22	3.10316769156e-17	5
SH3RF3,SH3RF3-AS1	1.81413114754	0.686112522318	610
DEC1	56.074852071	18.5603330086	507
RBAK-RBAKDN,RBAKDN	41.2145454545	6.8840802039	44
RP5-1096D14.3	16.6225	2.55035458528	48
ATPIF1	61.1730570902	28.7775741064	543
KTI12	72.015314554	19.040094891	1065
SNORD88A	13.5603296703	0.902318557384	91
SNORD88B	13.1692307692	0.934132075802	91
SNORD88C	13.9692307692	1.12438549219	91
EIF4ENIF1	66.8750687443	24.1291174076	4364
PICK1	55.6440733057	21.6253574742	1446
WDR83OS	43.4093491124	8.89460812743	169
OR2A20P	0.00150159744409	0.00357513600358	626
BOD1	58.2587571266	37.0904186533	877
RP11-162A12.2	0.264027777778	0.0971461734534	288
EPDR1	34.0983787289	24.4497593621	1542
ZNF732	29.9401153292	14.8933999833	2081
ZNF730	29.9485584219	23.8633951743	1977
ZNF736	17.385124283	8.08504582992	1569
ZNF737	44.8461327014	22.3839897849	2110
ZNF738	27.68021875	29.9101022592	1280
SMIM8	36.3917254902	28.323034214	255
AF186192.1	2.02781609195	1.22360918719	261
FAN1	65.3004948957	22.3140923763	4506
BRI3	42.5538977636	35.3229013189	626
RAB40C	37.2298513702	32.437809144	2153
MSL1	28.9864639175	29.3016911374	2910
MSL2	79.790360262	15.3499906294	1832
MSL3	53.6161966866	24.3048977174	2837
MSLN	47.6129283111	26.4549603581	3292
LY6G5C	41.2801659125	36.2356956872	1326
LY6G5B	77.955105042	12.495714844	476
HLA-DPA1,HLA-DPB1	19.0020816327	12.2730108131	245
C9orf131	86.1805368713	16.1388202682	3241
C9orf135	47.6254777927	25.5054525974	1486
C9orf139	65.0894181034	27.5766922497	928
AOC4P	37.7952920228	23.7935914002	1404
KRTAP8-1	72.0525118483	18.8944833179	211
ESF1	61.8012694301	25.5295305759	3860
RP4-537K23.4	54.3799182561	26.3322767875	1468
ALG1L	44.2089844465	15.8472289027	1093
ALG10	89.1121932115	18.9090272269	1532
ALG11	76.6390865672	17.8965698559	1675
ALG12	63.6901356784	20.3372202237	1990
ALG13	39.362497077	26.5322476982	5987
ALG14	66.2684018801	20.1221262538	851
AC022182.1,AC022182.3	2.22700892857	0.99293173728	224
CCDC39,TTC14	20.1446052632	12.1009411571	380
PRELID1	42.1871512309	18.2476136062	853
PRELID2	49.1469065981	22.6783818811	1167
FRS3,PRICKLE4	4.98290540541	1.03007908908	148
RPRD2	56.5067489634	26.1050929175	5306
CTD-3222D19.2,MED26	44.3239238539	23.8788469234	1287
CRELD2	37.3585534062	26.9607130651	2378
CRELD1	62.9325942623	24.487504657	2440
LOXL1	34.4964379337	34.5255878276	2594
LOXL2	61.2334233165	23.187818669	3371
LOXL3	64.9450112072	21.1434488385	3123
LOXL4	53.8151652387	22.1015190204	3268
DIRC1	84.9942821159	14.9697525435	397
DIRC3	3.25278321678	1.35418428288	715
DIRC2	62.5625258892	30.6265130072	2221
FAM207A	31.7650174216	25.6101280778	1435
GPR18,UBAC2	60.1346666667	4.22816046909	15
HCFC2	64.2650146628	22.4164061132	3751
PGM2L1	59.4002321145	19.7797427791	3145
GPRASP2	77.8356615018	8.43904891038	2517
GPRASP1	77.9072797203	14.0408440187	4290
CTD-2349B8.1,SYT17	6.17571428571	1.06058945874	49
DCST2	54.9572246811	24.3003819383	3841
DCST1	58.9208113208	27.3840932137	3710
EIF5A2	70.5742077922	23.2924732918	770
TSSK1B	53.9859782609	9.52968086327	1104
RP1-292B18.4	52.3182089552	15.3380321449	67
EBI3	47.0265064695	27.182632726	1082
HIST1H2BM;HIST1H2AJ	82.7622580645	5.47965674696	31
MIXL1	41.1063814181	38.1111205494	818
AKR1D1	61.0053030303	23.9763626432	1980
RP11-589P10.7	41.4043517955	29.2165009041	1643
RP11-557J10.4	70.5763636364	21.6872018182	176
RP11-517O13.3,TOMM20L	2.82777777778	0.411454061159	9
SF3B14	71.0708184524	22.4544645387	672
TRAJ18	71.8313636364	2.02868269981	66
RP11-18D7.2	68.6568041237	14.0438007933	97
MYL6	62.7915528455	28.1183557711	1230
MYL4	61.0598414986	23.9649556384	1388
MYL5	43.3179948586	27.6317520688	1167
MYL2	70.5343264942	21.9166974815	1121
MYL3	76.3018923933	18.0607900382	1078
MYL1	63.1830817121	26.6158173903	1285
MYL9	57.4386837294	14.5880222113	547
MYLK	66.4754678771	26.6032976045	8592
ATP5G1	77.4224793388	18.5220609119	484
ATP5G3	60.041046832	20.753723661	726
ATP5G2	40.157952271	26.4741955353	1299
GYS1	52.2274285714	27.8592969853	3955
GYS2	67.940265215	22.7513324376	3582
CRYBB1	63.9012256974	14.9996716806	1183
CDR2	75.9891064314	18.9192798413	1757
CDR1	86.153460076	5.08755242356	789
STAC3	73.5826042677	19.8341846124	2062
RSPH9	61.6817229497	29.4491600617	1451
RSPH3	65.3271290181	25.27229363	2271
RSPH1	71.9638506418	20.3574326698	1714
RGL1	64.3996907958	23.1045994081	4172
RGL3	53.4042700548	30.4305916808	4014
AL161651.1	15.549382716	1.41078820671	81
DCTD	48.6512208398	33.1998890742	1286
DLL1	48.6850492264	33.5251169185	3555
DLL3	35.6032624907	32.1298598163	2682
DLL4	44.0119438878	25.1324797693	2994
LGI4	19.7445003729	16.522329854	2682
LGI1	67.5702126755	19.1345310635	2351
LGI2	65.784939759	28.8570174824	2324
LGI3	53.3956998051	28.1508938411	2565
AC139100.2	1.446875	0.939948142162	880
SGOL1	62.1761273754	22.299300684	1947
SGOL2	62.6260671311	21.2937623634	4737
TIMM9	67.6125806452	16.5373341018	403
RPS12,SNORA33,SNORD100	32.3968965517	3.00997876529	29
SMCR8	76.7809478022	13.7554414727	2912
SMCR5	2.1938028169	1.16411883846	142
ARHGAP8,PRR5,PRR5-ARHGAP8	36.7451884058	26.1633677804	1725
MFSD4	60.3639638554	28.1143480065	2490
RP11-114H24.2,RP11-114H24.7	46.9637588652	31.510685236	282
GNAT1	52.130745165	20.8140280167	1758
GNAT3	40.6754647887	25.245671452	1065
GNAT2	75.0182809823	17.8206817526	1751
CTD-2616J11.9	42.8338053097	27.6209875177	339
CTD-2616J11.4	3.17792763158	1.77384140382	608
CTD-2616J11.2	56.5636862004	29.4764529839	529
CTD-2616J11.3	46.8419205298	30.2490783048	151
ST7-OT4	6.00908507223	1.58502192388	623
NT5C1B,NT5C1B-RDH14	56.0852686763	26.4856000583	3052
SPRR1A	89.175794702	9.67814291913	302
SPRR1B	92.2933892617	6.32636120135	298
AL049840.1	4.76661572052	1.87909881933	458
SEPSECS	50.8176836555	28.9923855445	2845
CUZD1,FAM24B	59.3044897959	10.9481575084	98
MIR4477B	2.49644444444	0.166782306251	180
ATN1	59.4786665137	30.7618298915	4357
MIR31	79.4373239437	7.88898019079	71
MIR32	74.4438571429	2.74893090832	70
ACTA2-AS1	68.8623355263	19.7610522229	304
TSEN15	34.328358714	27.9390671584	1182
MIR519B,MIR526B	66.3946464646	9.50433781879	99
MLEC	67.7038177533	32.5979858597	1273
BRF1,BTBD6	40.7964285714	6.71234210972	98
ZNF45	75.4321385402	16.0408141034	2151
ZNF44	39.5251971248	34.4894929591	4591
ZNF43	60.9386023352	21.0440756892	2912
ZNF41	61.5408351489	21.4260296092	2754
ZNF48	55.9907367044	29.2713123839	2294
RP1-59D14.5	48.8250465839	20.4386880005	644
C3orf49	4.64493410214	1.77392795784	1214
CTD-2319I12.2,HEATR6	3.69029411765	0.616817272162	34
PKMYT1	20.2894037037	15.0247231298	2700
WTAP	61.7419799499	14.6238376323	1197
TBX10	63.8898296703	26.2742020146	1820
TBX15	44.7691425547	27.854972642	2834
TBX18	49.7943398268	30.8457293715	2772
TBX19	67.9294512195	22.761207672	2132
OR2T29	7.28909272183	14.7005555272	1003
OR2T27	39.8776609848	20.0069831487	1056
AL353698.1	0.324078947368	0.0861539084575	228
OR8I2	85.203256785	19.1947944016	958
BHLHE22	13.0825523013	9.52711098118	1195
RP11-51F16.8	38.9633333333	0.98272410506	6
TIRAP	35.2113137424	17.7053569202	1157
TINAGL1	48.0470786921	34.9077998528	2783
CHRNA2	67.6658229066	23.8808280542	2078
MAGEA9	0.0132869379015	0.0295665199232	934
MAGEA8	65.8679414838	20.9558820206	957
MAGEA3	69.643968254	35.0622860007	945
MAGEA2	0	0	844
MAGEA1	86.4647419355	6.16155434761	930
MAGEA6	64.1642731707	38.7261407076	1025
MAGEA4	73.2231168831	16.3909423752	1078
LYPD6B	49.3575549634	36.4158558426	1501
NLRP3	64.6105898948	18.1190355742	3899
FBXL21,LECT2	45.2365263158	24.5334099492	285
CHAMP1	79.4911480115	15.5689749253	2439
MIR4417	0.314186046512	0.0205745039677	172
MIR4418	0.731055900621	0.19695685595	161
EXOSC7	55.2507608696	24.1120475696	1564
CTRL	71.1374080268	19.0112966057	1196
CTRC	61.1472379697	24.3334024085	1517
CLDN7,RP1-4G17.5	44.9249112426	20.0502747594	507
CTR9	63.3976187222	20.7106303972	5854
AKR7L	52.0057714286	23.3747288012	1575
NBR2	30.897921875	26.3066340531	640
NBR1	36.3012344214	23.6267712891	5055
XCL1	66.3637523105	14.6716417372	541
MLLT11	92.4548351648	1.79812710731	273
RP11-1021N1.1	3.93086538462	0.475206874883	104
RP11-3P17.5	68.6704435484	10.2264034012	248
RP11-3P17.4	29.7244623656	12.3405996605	186
XPNPEP2	56.4356404658	24.7830312824	4122
XPNPEP3	66.1438677918	31.383426507	2844
SRC	45.1625445293	26.5577751436	2751
SRF	53.1087186761	32.288112878	2115
SRI	48.6988071429	32.1060547723	1400
SRL	41.8538284214	36.5702683197	3427
SRM	40.0325998842	25.6351973671	1727
SRR	77.949702184	15.9681956162	1511
SLCO1B1	58.7194984053	21.6288329599	3449
SLCO1B3	52.5039344262	7.28436411695	244
SLCO1B7	48.7119266055	14.1184109938	218
IGKV1-37	2.10706827309	2.40294082051	498
IGKV1-39	3.48738522954	5.91169476117	501
TALDO1	60.0078293737	31.508818373	1852
CHURC1,CHURC1-FNTB,FNTB	52.352585034	33.3497427139	735
DNAJC8	59.8528853503	22.7360195388	1570
DNAJC9	55.7018843284	32.5486599682	1072
DNAJC4	34.9957242448	29.7155582562	1291
DNAJC5	43.5901087745	26.7039715126	1379
DNAJC6	64.2160746678	25.0931190917	4741
DNAJC7	50.7218745595	29.2055111809	2838
DNAJC1	54.3428210839	25.1537960403	2694
DNAJC2	63.2845397891	21.212520294	2086
DNAJC3	60.8111892797	23.2709865002	2985
RAET1E	68.0872820513	22.9950546174	975
RAET1L	56.9460828625	36.0763273466	1062
VPS45	57.0514314286	26.4556419352	3500
VPS41	56.8588828058	25.8208577366	5845
VPS4A	23.5774233716	19.9128774556	1044
VPS4B	54.6623647209	23.9553221645	2347
CD300C	61.0853869969	23.293613694	969
OR2A1	19.1690870032	27.1754574271	931
OR2A2	89.5613326551	9.77262301769	983
OR2A5	89.4687096774	10.0619051066	961
OR2A4	26.7352733119	24.8582877531	933
OR2A7	45.4207073643	32.0562070444	1032
DAP3,MSTO1,YY1AP1	28.9340816327	2.48472828693	49
ICA1	52.961931747	30.9821212629	3194
AP001623.1	4.78594936709	0.947955922256	158
AMBP	56.0674105546	24.4842989538	2236
AMBN	55.2419218989	20.9215213004	2612
SLC35G6,ZBTB4	30.5831578947	11.0331241369	95
ERBB2IP	54.5498803191	24.5166408793	6768
LINC00269	1.28533992583	1.17264211045	809
MEG8	54.2877714286	11.2813794886	175
DGCR6L	23.5663980378	14.2762933941	1427
MORF4L2	73.9587456847	11.9331071879	869
OVOL1	52.2396854147	24.6491955646	1049
UBXN8	35.3259125475	17.5031479031	1578
UBXN4	50.6184424303	27.7076568759	2979
UBXN6	40.4827943025	28.7058553748	2387
UBXN7	64.4110970797	24.8154098787	2534
UBXN1	66.4986808273	25.0256389232	1789
GS1-259H13.10,ZNF655	37.1766	32.2415975637	800
CBFA2T3,RP11-830F9.6	4.61294736842	3.63067483138	95
RP4-813F11.4	3.31338842975	0.527006568142	121
LRP4-AS1	49.4386339381	23.5949265799	937
SSNA1	31.0796942446	15.5476254696	556
AC020629.1,YAF2	0.18085106383	0.00282056672847	47
RP3-402G11.26	7.82933333333	0.652585985498	75
CTD-2647L4.1	39.6669087974	23.1793715749	1239
DVL3	62.7441414611	24.4690060818	2149
DVL1	29.8044764254	19.2974990047	3648
IGHD1-1	54.9117647059	0.59739261895	17
AASDHPPT	63.1130438675	22.1257938045	1117
PGLYRP3	66.0208921933	26.5564963875	1614
PGLYRP2	45.986544864	30.9675585635	2463
ACRV1	83.0432264334	13.8111299816	1029
PGLYRP4	69.9977691883	20.557658365	1811
UTS2	50.6527386262	31.9334685643	1121
PTCHD4	49.8640609497	23.8072761411	2822
PTCHD3	66.6024018476	19.577744742	2598
PTCHD2	54.2975953407	25.2475898717	6267
PTCHD1	67.7225144804	20.2412144646	2935
RN7SL650P	15.51	0.382970843103	4
ABHD15	41.9443870113	27.3399748253	1509
ABHD10	57.1269722222	27.5933056661	1440
ABHD11	48.5784754522	28.889216753	1548
ABHD12	43.3781588691	27.3118357123	2971
ABHD13	72.0771483254	14.8784294962	1045
PRC1-AS1	58.5837722186	25.5669276434	1519
ACAD9,KIAA1257,RP11-723O4.6	54.0379896907	35.7069254626	194
MIR5690	0.13904109589	0.00930417820743	73
MIR5695	0.12702247191	0.0140463136512	178
MFRP	56.8567643678	20.3915222505	1740
RP11-464F9.1	12.4301388889	19.7695627157	792
FAM63A	62.7311553628	28.474318548	2536
FAM63B	46.7194258542	22.6478522362	2839
PCDHGC3	73.8511522634	18.9950514668	2430
PCDHGC4	73.9600982801	12.7818972411	2442
PCDHGC5	76.9796829268	15.1261369333	2460
OR2L13	80.8728171021	20.6259999089	2105
PTK2B	60.2435132417	23.5175534711	5966
CNTN3	62.8437289448	21.1848068539	5165
CNTN1	63.0329791099	23.4861385731	5505
CNTN6	62.7439470248	23.5227855536	5361
CNTN4	61.0433333333	24.7787315727	5049
CNTN5	42.4151481676	23.3764333996	5703
TXNRD2	47.5610345774	26.8982442683	3644
TXNRD3	2.87201729107	1.13856667309	347
TXNRD1	34.0038464846	27.8258118829	4651
GPHN	54.8130059193	29.7524760305	5406
LAMTOR4	61.8452691218	31.9388442216	706
LAMTOR5	58.4568338109	25.5279162944	698
LAMTOR1	44.2965372671	32.0656965098	644
LAMTOR2	70.1546370968	23.2588292068	744
LAMTOR3	45.3965906499	19.8157155042	877
PICALM	49.9692196133	25.4167840593	4344
GPR37L1	59.6096761658	19.1772400718	1544
NAV1	66.2951399363	27.6792368447	5967
TMEM190	48.8043309353	27.6117693045	695
TMEM192	47.8925493061	21.9307006932	1369
TMEM196	32.2186577869	28.9503731085	976
TMEM198	53.6024355301	30.0093233723	1396
TMEM199	65.3118985696	24.4231178594	769
MIR410	48.444	3.7737976038	80
RP4-583P15.14,SLC2A4RG	0.405	0.161853757001	120
TUT1	70.9286956522	26.1047154057	1265
AC138647.1	1.8807256894	1.51617578384	689
NEURL2	42.225072314	19.8593703341	968
NEURL3	21.7232781955	19.0860926307	1330
NEURL4	61.6637199434	22.7242173134	5656
RP11-429E11.2	11.0984693878	3.03766810728	98
RP11-429E11.3	7.30813238771	1.93747173934	423
CSGALNACT2	67.0962842466	20.0629409176	2336
CSGALNACT1	60.1228284607	32.9010226487	2839
OXCT1-AS1	38.1890410959	5.93203266745	73
RIPK3	70.0492920354	21.3175095537	2147
TSC22D4	31.2803657934	24.3922654729	2023
PHIP	59.2635433751	24.6742330772	9268
PDE4A	41.6299137608	29.230453709	5334
PDE4B	58.3755685764	23.7182033208	4608
PDE4C	44.9323959962	32.2971450642	3197
PDE4D	34.6648036019	29.3056410511	6441
ING4,RP4-761J14.8	32.44	0.634087270545	4
RP5-956O18.2	74.5276870748	18.2262829787	294
RP11-300J18.2	40.2698039216	8.34692577904	51
MIR3165	0.611733333333	0.0733995605947	75
MIR3164	0.635180722892	0.0334358302695	83
MIR3167	0.754470588235	0.130716941394	85
MIR3166	0.459431818182	0.146606240012	176
MIR3161	1.20961038961	0.0909083048496	77
MIR3163	0.350410958904	0.00512031796007	73
MIR3162	0.592195121951	0.0249950311232	82
MIR3169	0.318681318681	0.0319429322354	182
MIR3168	0.511104972376	0.0532070904592	181
TTC30A	74.456681351	27.4070772377	2043
TTC30B	80.7870970971	26.5558245816	1998
SNORA80	56.1283823529	2.15524312304	136
SNORA81	66.2268539326	10.3986374157	178
SNORA84	1.25142857143	0.549362085786	133
CHST9	82.4889958159	16.198763928	1434
CHST1	74.0784096386	10.563515118	1245
SEP15	32.4155223881	21.3075438835	1005
RP11-196H14.2	35.4176568405	20.822296668	1323
RP11-196H14.4	39.8211744966	15.7523343884	298
TNK2	35.7341352406	27.7105972644	6152
NALCN-AS1	65.7198514851	16.7750527719	202
FAM172A	55.7076077944	28.0181863784	2412
RP11-706O15.5	0.0077874186551	0.00893736258979	461
RP11-706O15.1	3.32685934489	2.09890042031	519
RP11-706O15.3	0.0275732899023	0.0881297815979	614
C2orf82	6.05815189873	3.6081337669	790
RAPGEF4	57.1822313173	26.0120225398	6597
RAPGEF5	32.6450545391	26.3471306119	5684
RAPGEF6	15.8329205176	10.853996566	541
RAPGEF1	41.2520404467	25.7057106948	6626
RAPGEF2	58.1649124757	26.8397975953	7198
RAPGEF3	47.1242371441	25.4508362392	4706
MIR503,MIR503HG	11.7677777778	1.78158812182	99
GLI4,ZFP41	37.3895597484	39.7066514427	159
LDLRAD1	45.5142586491	27.8011113801	1214
LDLRAD2	46.0169529315	26.8564973048	1211
LDLRAD3	52.7427640671	36.4965478788	2026
POMT1	67.6779725086	24.6413768709	3492
POMT2	44.944133447	28.1424904872	4691
RP11-116O11.1	57.13	14.4730787441	49
POLE,PXMP2,RP13-672B3.2	2.23142857143	0.0491353814912	7
RP5-1160K1.6	65.6149689441	27.1614479152	483
AC068580.5,CTSD;AC068580.1	0.484095238095	0.174354277032	105
RP5-919F19.5	34.7837481698	17.6161780486	683
PRSS33	18.7515546559	14.8996785835	1235
PRSS37	55.4518604651	33.1984212033	1462
PRSS35	74.5063707777	15.3664839746	1273
RP11-977G19.5	55.7056254599	22.2658140374	2718
BASP1	23.1292011019	17.8754124539	726
ST20	76.1145641026	11.4322787362	195
DOCK8	60.0393452946	26.3638045889	11593
DOCK9	36.6924130688	24.910682206	12855
DOCK2	64.5097014372	23.2381038997	10785
DOCK3	42.2431328671	27.692954062	12155
DOCK6	33.7244859038	23.5094200212	9648
DOCK7	55.7968934124	24.5564724138	11643
DOCK4	37.7190068729	25.9783654858	11640
DOCK5	42.1453540635	25.1720011921	10902
RRM2	60.9555474784	31.3881390378	2201
RRM1	54.7232005558	24.088856159	4318
C16orf52	6.42169086251	3.17186154893	1171
OR5B12	66.7474640657	14.5019105605	974
SNRNP200	71.3453466703	22.63108146	10947
GALT,IL11RA	46.3374236388	18.8919032458	753
DGKA,WIBG	2.44916666667	0.425114919799	48
CTA-384D8.36	14.2540697674	6.94718015934	258
PSMG4	6.54544344996	3.37067020894	1229
PSMG1	52.0926941581	23.0485448439	1455
PSMG2	49.4149455041	25.2588974179	1468
PSMG3	60.2057356077	19.7477440273	469
AC024592.12	17.8714117647	13.0941239232	85
CTD-2008L17.2,RP11-456O19.2	1.51254826255	0.636607159076	259
RP11-181B11.2	44.1379194631	14.9215749058	149
RP11-328J6.1	2.2022173913	0.540430723943	230
TRAPPC2P1	28.8080941176	6.40598889827	425
AC007040.11,ATP6V1B1	47.2964623468	16.7931040088	1142
DNTT	76.8437808765	18.2590671396	2510
NUP153	64.5379190491	23.9111692365	6646
NUP155	59.3216297384	22.126422709	7492
MAPK3	53.333310705	27.9898019495	1915
MAPK1	59.5364443188	25.9632694447	1769
MAPK6	64.8145219966	19.5286727224	2364
MAPK4	43.179908147	31.0538258215	2504
MAPK8	58.2579976626	22.5307516302	2567
MAPK9	56.6204244782	28.922430123	2827
CTD-2008P7.8,PPY2	10.556935867	8.00645688049	421
RPS26	64.5980590062	13.6665415909	644
RPS27	47.2032386364	30.0747516567	528
RPS25	69.289373297	19.7871954308	734
RPS23	51.8616929699	24.3315313615	697
RPS20	67.3060932945	32.5073466987	686
RPS21	60.4609375	25.6416128167	448
RPS28	16.6912315271	7.4079501187	609
RPS29	59.183930131	25.3098753841	458
OR1E2	61.1952700186	10.321844703	1074
OR1E1	65.4739558233	11.3966464967	996
TBXA2R	23.3620212766	15.2695908838	1504
SNORD98	38.8310447761	2.70449577126	67
SNORD99	85.7060810811	1.13478960402	74
SNORD94	46.7246715328	6.98719617366	137
SNORD95	26.6254411765	1.3151986784	68
SNORD90	48.7036036036	11.1129304533	111
SNORD92	74.8681176471	2.8822868294	85
SNORD93	68.7706756757	2.83595666789	74
HTN3	50.0026458333	11.7521003266	480
HTN1	38.7373236515	10.7998626741	482
CTD-2538C1.2,NUDT19	0.162745098039	0.00568451629342	51
C21orf90,TSPEAR	4.58710526316	1.58795317307	190
CPA2	56.0395636364	23.7194367522	2475
CPA3	68.001320059	11.5353628323	1356
CPA1	57.5259600545	24.1907854231	2203
CPA6	63.385320867	22.4639836472	2353
CPA4	66.2333511111	21.343939731	2250
CPA5	54.211580096	27.2199298444	2291
BAIAP2L2	32.4538783649	25.8020346053	3009
BAIAP2L1	63.4065162907	25.9006552298	2793
EEA1	52.7205945872	26.111510172	7316
ERMAP	66.4713496547	28.603574846	1593
TRBV21OR9-2	5.1655258467	1.3659974573	561
MIEF1	62.902409188	26.2196282023	1872
MIEF2	45.7903888597	26.16475136	1903
RP11-750H9.5	0.198383838384	0.0187740088848	99
KCTD7,RABGEF1	48.8055518018	27.1379215979	2664
AC002553.1	7.70703703704	5.84970201045	81
MIR450A1,MIR450A2;MIR542	68.7878	8.9726492095	50
HBP1	61.0093220974	27.2796114704	2670
PMEL	71.7222507604	16.0627212072	2959
CRTAC1	46.974	27.8919870123	3565
DALRD3;DALRD3	10.4083333333	1.05528037349	6
DEFB107B	0.508938906752	0.329324576825	311
DEFB107A	2.80601286174	3.13474177356	311
AC011453.1;MIR516A1	62.254	2.87271919191	10
RP11-242G20.1	0.263763955343	0.0520646726332	627
RP11-197M22.2	4.77144385027	1.25835980922	187
RP11-506M12.1	61.7578691983	21.3026473331	474
